race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,race_cat,gender_cat,O,C,E,A,N,E_pct,A_pct,C_pct,N_pct,O_pct
3,17,1,1,2,1,AU,3,5,4,3,5,5,2,3,3,4,5,4,5,3,4,4,4,3,1,5,2,5,1,3,2,3,3,3,4,2,2,4,4,4,3,4,4,4,1,4,5,4,4,5,5,2,4,5,4,5,Caucasian (European),male,43,34,37,28,38,74,8,52,83,70
2,28,1,1,1,1,GB,4,4,4,4,5,5,5,1,3,4,1,1,1,1,5,1,1,1,1,1,4,4,2,5,5,5,5,5,5,5,4,5,4,1,2,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,"Arctic (Siberian, Eskimo)",male,47,41,39,45,14,80,80,83,3,90
3,20,1,1,1,5,US,4,4,5,4,5,5,5,3,5,1,3,5,1,2,3,4,4,5,4,4,4,4,4,3,4,4,5,5,2,3,5,5,3,4,5,4,5,5,4,4,3,3,4,5,4,5,4,2,3,3,Caucasian (European),male,36,44,41,38,35,86,42,91,74,29
3,19,2,1,1,1,BA,4,4,3,2,2,4,2,1,2,2,4,4,5,2,4,4,5,5,1,5,5,5,4,5,4,4,4,4,5,3,2,4,2,1,3,4,5,4,4,4,4,5,4,4,4,5,4,2,4,5,Caucasian (European),male,41,33,26,43,39,34,70,47,86,58
3,19,1,2,1,5,US,2,4,4,2,4,4,2,3,3,1,1,2,1,1,1,4,2,2,1,4,4,2,3,2,4,3,3,3,3,3,4,5,4,5,3,5,5,5,5,4,2,2,3,2,4,4,5,2,2,4,Caucasian (European),female,30,45,29,30,19,45,12,93,13,8
3,37,1,2,1,2,US,3,4,4,3,3,4,3,2,2,4,2,5,4,3,4,5,4,4,4,4,4,5,4,4,4,4,4,3,4,4,1,2,1,2,2,2,3,4,2,3,4,5,5,5,3,5,4,3,5,4,Caucasian (European),female,43,22,32,40,39,57,54,6,86,70
3,19,1,2,1,1,US,2,1,2,2,1,2,1,1,1,1,4,3,3,2,3,4,4,4,4,2,4,4,4,2,4,3,3,3,2,3,3,4,4,5,3,5,4,3,5,3,2,4,3,4,3,4,4,2,5,3,Caucasian (European),female,34,39,14,32,33,4,17,76,66,20
3,23,1,2,1,2,US,1,1,1,2,1,2,1,4,3,1,2,3,2,2,2,2,2,4,2,2,5,5,5,4,5,4,5,3,3,3,5,3,4,4,2,5,4,4,3,3,3,3,5,4,5,5,3,1,4,5,Caucasian (European),female,38,37,17,42,23,8,65,67,26,40
3,38,2,1,1,1,IT,1,2,3,3,2,4,1,2,4,2,4,4,2,2,4,3,5,5,5,4,3,3,4,5,4,3,3,3,4,4,4,4,4,4,2,5,5,3,3,4,4,5,4,5,4,5,5,4,5,3,Caucasian (European),male,44,38,24,36,38,27,32,72,83,75
3,19,1,2,1,1,US,3,4,4,4,4,5,4,3,2,2,2,3,3,4,3,3,3,4,4,4,5,5,5,5,5,5,5,4,5,5,4,4,4,4,2,2,3,4,4,4,3,4,4,5,4,5,3,3,4,3,Caucasian (European),female,38,35,35,49,33,68,96,57,66,40
13,19,1,2,1,1,US,1,3,2,2,3,4,2,1,2,3,2,2,1,2,1,2,2,2,2,2,4,4,4,5,4,5,4,5,5,3,2,1,4,1,2,1,3,3,2,3,3,4,4,4,3,5,2,2,5,3,Other,female,35,22,23,43,18,23,70,6,10,25
3,18,1,2,1,5,US,4,5,4,4,5,4,4,4,4,5,3,3,2,3,3,4,3,3,4,3,4,1,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,4,4,2,4,3,3,3,3,3,2,4,3,Caucasian (European),female,30,35,43,37,31,91,37,57,58,8
11,21,2,2,1,1,CN,3,4,3,3,4,4,3,4,4,1,2,2,3,2,3,3,3,4,3,4,3,4,3,3,3,3,3,3,3,3,4,2,2,5,2,2,4,3,4,4,3,2,3,2,3,4,3,2,3,3,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,28,32,33,31,29,60,14,42,50,4
11,22,1,2,1,2,MY,4,3,4,4,3,3,2,5,4,2,3,4,2,2,3,3,3,3,3,5,4,4,4,4,4,3,4,2,4,4,3,4,3,4,4,5,3,4,4,4,4,4,3,4,4,5,5,3,4,3,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,39,38,34,37,31,64,37,72,58,46
6,25,1,2,1,5,US,3,2,3,1,3,2,3,1,1,1,2,3,1,3,2,2,2,2,2,3,4,3,3,4,4,4,4,3,3,4,4,1,4,2,4,1,5,4,4,5,3,3,4,3,3,4,4,3,5,3,"Caucasian (North African, Other)",female,35,34,20,36,22,15,32,52,23,25
13,18,2,2,1,1,,3,5,5,1,5,3,5,4,4,4,1,4,1,1,3,1,2,2,1,5,1,5,3,3,4,5,5,2,4,4,4,1,5,3,3,1,4,4,1,4,5,4,5,5,5,5,4,3,5,5,Other,female,46,30,39,36,21,80,32,32,19,86
3,26,1,2,1,5,CA,3,4,5,5,5,5,5,4,5,5,4,3,3,2,4,4,2,4,3,3,5,5,5,5,5,5,5,4,5,4,5,3,5,4,3,2,5,5,5,4,4,4,5,4,4,5,4,3,5,5,Caucasian (European),female,43,41,46,48,32,96,93,83,62,70
1,21,2,2,1,1,MX,3,3,4,4,2,3,2,2,5,4,2,3,2,2,3,2,3,4,3,3,4,3,3,3,3,5,3,4,4,2,3,4,3,3,4,4,3,2,2,4,2,3,4,3,4,5,3,2,3,4,Mixed Race,female,33,32,32,34,27,57,23,42,42,17
3,46,1,1,1,1,US,4,5,5,4,5,5,4,4,3,5,4,5,5,4,5,4,5,5,5,5,5,5,5,4,4,5,5,5,4,4,2,3,3,3,3,2,2,4,1,3,4,4,5,5,4,5,3,1,3,4,Caucasian (European),male,38,26,44,46,47,93,85,16,98,40
3,23,1,2,1,1,GB,2,2,3,3,2,3,2,2,4,2,2,4,2,3,4,2,2,2,2,4,5,5,5,5,5,5,5,5,5,4,3,3,4,4,3,2,3,4,2,4,3,4,5,5,4,4,4,4,4,5,Caucasian (European),female,42,32,25,49,27,30,96,42,42,64
3,19,1,1,2,1,US,1,2,2,2,3,2,1,1,2,1,3,4,3,3,2,4,3,5,4,4,4,4,4,5,4,4,4,4,5,4,3,3,5,2,1,2,4,3,3,4,4,4,5,5,4,5,2,4,5,4,Caucasian (European),male,42,30,17,42,35,8,65,32,74,64
3,21,1,2,1,1,US,1,3,1,1,1,1,1,1,1,1,2,3,1,1,4,2,2,3,4,3,5,3,4,5,4,5,3,3,5,3,1,1,5,2,1,1,2,1,3,5,2,4,4,5,5,5,5,1,5,3,Caucasian (European),female,39,22,12,40,25,2,54,6,34,46
3,18,1,2,2,5,US,1,1,1,1,1,1,1,5,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Caucasian (European),female,10,14,14,10,18,4,0,0,10,0
3,49,2,1,1,1,IT,2,1,3,2,3,5,2,2,2,1,4,4,2,5,2,2,4,4,2,5,2,3,3,2,2,2,2,3,4,3,4,5,2,5,2,1,1,4,2,4,5,4,2,4,4,2,5,5,4,3,Caucasian (European),male,38,30,23,26,34,23,5,32,70,40
11,18,1,2,1,5,US,2,2,4,2,4,4,1,2,3,2,2,4,2,1,2,1,2,2,3,1,4,5,3,3,5,2,4,3,3,4,2,1,4,4,3,3,2,2,2,2,4,4,3,2,3,4,5,3,4,3,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,35,25,26,36,20,34,32,12,16,25
3,18,1,1,1,5,US,5,5,5,5,5,5,5,2,5,5,1,3,3,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,4,4,3,5,4,3,3,3,5,3,4,4,5,5,4,4,5,4,4,4,5,Caucasian (European),male,44,37,47,49,38,97,96,67,83,75
3,37,1,1,1,1,US,2,1,4,2,2,2,2,2,2,2,4,4,2,3,4,4,4,4,4,3,4,3,4,4,3,4,3,3,3,4,4,4,5,3,2,4,5,4,2,4,5,4,4,3,4,4,4,3,5,4,Caucasian (European),male,40,37,21,35,36,18,27,67,77,52
1,21,2,1,1,1,MX,3,4,5,4,4,5,3,4,2,3,4,5,1,5,5,4,5,5,5,5,5,4,4,4,4,2,4,5,3,5,5,1,4,4,4,2,5,4,4,4,2,5,2,5,5,4,5,2,5,4,Mixed Race,male,39,37,37,40,44,74,54,67,95,46
3,20,1,2,1,2,US,3,4,4,3,4,4,4,4,5,2,2,4,3,3,5,4,2,2,5,3,5,5,4,5,5,4,5,5,5,5,2,2,1,4,1,2,3,4,1,2,4,5,5,5,5,5,5,4,4,5,Caucasian (European),female,47,22,37,48,33,74,93,6,66,90
3,45,1,2,1,2,AU,3,5,3,4,4,5,1,5,2,4,2,1,2,1,3,2,2,2,2,2,5,5,5,4,5,3,5,5,4,5,4,2,5,4,5,3,4,5,4,4,4,5,3,5,4,2,5,4,5,5,Caucasian (European),female,42,40,36,46,19,71,85,80,13,64
1,18,1,1,1,2,US,4,5,5,5,4,5,3,4,4,4,4,5,2,2,5,5,4,4,5,4,5,5,4,4,2,4,5,4,4,4,4,3,4,5,1,2,3,4,2,4,3,5,5,5,3,5,3,4,5,5,Mixed Race,male,43,32,43,41,40,91,59,42,88,70
3,36,1,2,1,1,US,4,4,4,4,4,4,4,4,4,2,2,3,2,3,4,2,3,3,3,3,5,4,4,4,5,5,4,4,4,4,3,4,4,4,5,5,4,4,4,4,4,3,4,3,4,4,4,4,4,4,Caucasian (European),female,38,41,38,43,28,77,70,83,46,40
11,57,2,1,1,1,US,2,2,2,2,3,4,2,4,2,1,3,4,3,3,4,4,4,4,4,4,3,3,5,3,3,5,2,3,4,5,4,4,4,4,4,5,5,4,5,4,2,5,4,4,3,3,5,4,3,2,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",male,35,43,24,36,37,27,32,89,80,25
13,44,1,1,2,1,US,2,2,4,2,3,2,3,2,3,2,3,3,3,2,3,4,2,3,4,2,4,4,5,4,4,4,4,4,4,4,4,5,5,5,4,5,4,5,4,4,3,3,2,3,4,2,3,3,4,3,Other,male,30,45,25,41,29,30,59,93,50,8
3,28,2,1,1,1,DE,3,2,4,1,4,2,1,1,1,1,2,3,1,2,3,2,3,4,3,4,4,3,5,4,3,4,4,3,3,3,4,1,4,2,1,1,3,3,1,3,5,3,5,4,3,5,4,3,4,3,Caucasian (European),male,39,23,20,36,27,15,32,7,42,46
3,16,1,1,2,1,GB,1,3,1,1,2,2,1,1,1,1,1,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,2,1,2,3,2,2,3,4,3,5,3,4,5,4,4,4,4,Caucasian (European),male,40,26,14,21,22,4,2,16,23,52
13,25,2,2,2,1,US,3,2,3,3,3,3,3,1,1,3,3,3,3,3,3,5,4,5,4,4,4,5,5,5,4,4,4,1,5,4,3,3,4,3,3,3,4,5,3,3,4,3,3,3,3,3,4,1,5,3,Other,female,32,34,25,41,37,30,59,52,80,13
5,17,1,2,1,5,CA,2,5,5,3,5,5,5,1,3,3,3,3,1,2,3,2,3,3,4,3,5,5,3,5,5,4,5,5,5,5,3,3,5,4,2,1,3,5,2,5,2,3,5,5,3,5,3,3,2,5,Caucasian (Middle East),female,36,33,37,47,27,74,90,47,42,29
3,25,1,1,1,2,US,2,2,2,3,2,4,2,4,4,1,4,2,2,2,3,4,3,3,3,2,2,2,2,3,2,1,2,3,4,3,4,5,4,3,2,5,4,2,4,3,4,5,5,4,4,5,3,3,4,4,Caucasian (European),male,41,36,26,24,28,34,4,62,46,58
3,18,1,1,1,5,US,3,4,4,4,4,2,2,2,4,4,2,5,3,1,2,3,3,3,3,2,5,4,2,5,4,3,5,5,4,4,3,4,5,5,1,4,4,4,4,5,5,5,5,5,3,5,5,5,5,5,Caucasian (European),male,48,39,33,41,27,60,59,76,42,93
3,17,1,2,1,1,US,1,1,1,1,1,2,1,2,4,1,5,5,2,3,3,5,3,5,5,2,2,2,2,1,2,3,2,3,1,2,2,2,5,2,2,3,4,3,3,3,4,4,4,4,3,4,5,4,4,4,Caucasian (European),female,40,29,15,20,38,5,1,27,83,52
11,17,2,2,1,1,US,1,1,1,1,1,1,1,1,1,1,1,3,1,5,4,2,2,3,2,1,2,2,2,4,4,3,4,5,4,1,2,2,2,2,1,1,3,3,2,4,1,4,5,4,4,4,5,1,5,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,38,22,10,31,24,0,14,6,30,40
1,16,1,1,1,1,US,4,3,4,4,4,3,2,3,5,4,4,4,2,3,3,5,4,5,4,3,1,5,5,5,5,5,5,4,5,4,2,2,4,4,2,2,3,3,5,3,3,4,5,2,3,4,5,3,4,3,Mixed Race,male,36,30,36,44,37,71,76,32,80,29
3,48,1,2,1,1,US,2,3,4,3,3,5,2,2,2,1,3,5,4,4,5,5,3,4,5,5,5,4,4,5,3,5,3,4,5,5,5,1,4,5,3,3,4,5,4,4,5,5,5,5,5,5,4,4,5,5,Caucasian (European),female,48,38,27,43,43,37,70,72,94,93
1,19,2,2,1,5,MX,3,4,4,3,4,4,4,1,3,3,5,2,2,3,4,3,3,4,4,2,2,4,4,5,5,3,4,3,4,3,2,3,2,3,2,3,1,3,2,3,4,4,5,3,4,5,4,3,4,5,Mixed Race,female,41,24,33,37,32,60,37,10,62,58
3,29,1,1,2,1,US,5,4,3,3,4,4,4,4,5,3,5,5,2,4,5,4,4,2,4,5,1,4,2,1,2,1,4,2,1,4,2,2,4,2,1,2,2,2,1,2,5,5,5,5,5,5,5,5,5,5,Caucasian (European),male,50,20,39,22,40,80,2,3,88,98
1,16,1,1,1,1,US,1,3,2,1,2,4,2,1,2,1,1,2,1,1,2,1,1,2,1,1,4,2,3,4,4,5,3,3,5,3,1,1,2,2,1,1,2,1,1,2,3,3,5,4,3,4,3,2,5,4,Mixed Race,male,36,14,19,36,13,13,32,0,2,29
3,19,1,2,1,3,US,2,4,4,3,4,5,4,2,1,4,2,3,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,3,4,5,5,5,5,2,5,5,4,3,1,4,1,5,4,Caucasian (European),female,34,45,33,50,40,60,98,93,88,20
3,18,1,2,1,5,US,3,3,3,3,3,4,3,1,3,2,3,3,3,3,2,4,3,4,3,4,5,4,5,5,4,5,5,5,4,4,4,3,4,5,2,4,4,4,3,3,2,4,3,4,3,4,2,2,4,3,Caucasian (European),female,31,36,28,46,32,41,85,62,62,10
3,42,2,1,1,1,IT,2,2,3,2,3,4,2,2,3,3,4,3,2,3,2,3,3,4,4,3,4,3,4,4,4,3,3,3,4,4,3,4,4,2,3,4,2,2,4,4,4,4,4,4,4,4,4,2,4,4,Caucasian (European),male,38,32,26,36,31,34,32,42,58,40
3,18,1,2,1,1,US,3,2,3,3,3,5,5,3,3,3,1,2,1,2,4,4,4,4,2,4,5,5,4,4,4,2,5,3,3,4,4,2,5,3,3,5,4,5,3,5,3,5,5,5,4,4,4,2,4,4,Caucasian (European),female,40,39,33,39,28,60,48,76,46,52
3,20,1,2,1,1,CA,4,2,4,2,4,4,2,2,3,2,4,4,4,3,4,2,3,3,3,4,4,5,3,5,3,4,4,4,4,5,4,1,4,2,1,1,3,2,2,3,5,3,5,4,5,5,4,3,4,5,Caucasian (European),female,43,23,29,41,34,45,59,7,70,70
3,25,2,2,1,1,CA,4,4,5,4,5,4,5,4,4,4,5,4,4,3,3,5,4,4,5,3,3,4,4,4,3,4,4,3,4,4,2,2,4,3,1,2,3,3,2,4,5,5,5,5,5,5,5,3,4,5,Caucasian (European),female,47,26,43,37,40,91,37,16,88,90
4,30,2,2,2,2,PK,3,4,5,4,4,4,4,5,4,4,4,2,2,2,3,4,3,4,4,4,5,5,4,4,4,4,4,2,4,4,5,3,4,4,2,4,2,4,4,4,4,5,4,4,4,5,5,2,4,4,Caucasian (Indian),female,41,36,41,40,32,86,54,62,62,58
3,29,2,3,1,1,IT,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,2,2,3,1,3,3,5,3,2,2,2,1,2,3,2,4,4,1,2,3,2,1,3,2,4,5,5,4,3,4,3,4,5,4,Caucasian (European),other,41,24,10,26,18,0,5,10,10,58
1,16,1,2,1,1,US,4,4,5,5,5,5,3,4,5,4,5,5,4,5,5,5,5,5,4,5,1,4,1,1,2,1,2,2,2,2,4,1,4,2,4,2,3,5,5,4,4,5,5,2,5,5,5,5,2,5,Mixed Race,female,43,34,44,18,48,93,1,52,98,70
3,21,1,1,1,1,US,1,1,2,3,3,3,2,1,2,3,2,2,1,1,4,2,5,3,1,1,4,3,4,4,5,2,3,4,4,3,5,5,5,5,3,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,Caucasian (European),male,50,46,21,36,22,18,32,95,23,98
1,16,1,2,1,1,US,1,1,2,1,1,5,1,1,5,1,2,5,2,1,4,2,1,1,2,2,4,4,4,5,4,4,4,3,5,4,1,1,2,1,1,1,2,2,1,2,4,4,5,5,4,5,4,4,4,5,Mixed Race,female,44,14,19,41,22,13,59,0,23,75
3,51,1,1,1,2,US,1,1,3,1,3,3,3,1,1,2,2,3,1,2,2,3,3,3,3,2,3,4,3,4,3,4,3,2,4,3,3,2,4,3,2,2,2,3,4,2,4,4,3,4,3,2,3,3,4,3,Caucasian (European),male,33,27,19,33,24,13,20,19,30,17
1,25,2,2,1,1,US,1,4,5,4,5,4,1,4,3,2,4,2,4,4,3,3,4,4,3,5,4,4,5,5,5,5,3,4,5,1,3,5,4,5,5,5,5,5,5,4,3,5,3,5,3,5,4,2,4,3,Mixed Race,female,37,46,33,41,36,60,59,95,77,35
6,17,1,1,2,1,US,2,3,4,2,4,3,2,2,2,2,3,4,2,2,2,4,3,4,4,2,4,4,4,4,4,4,4,4,3,4,3,2,4,2,3,4,4,2,2,3,4,4,5,3,4,5,4,4,4,4,"Caucasian (North African, Other)",male,41,29,26,39,30,34,48,27,54,58
11,23,2,1,1,1,PH,2,1,1,1,1,1,1,5,1,1,5,5,5,4,5,5,4,5,5,5,4,3,5,4,5,5,1,4,4,3,4,2,4,1,3,5,1,2,1,2,3,5,5,5,4,4,5,4,4,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",male,44,25,15,38,48,5,42,12,98,75
3,24,2,2,1,1,IL,4,5,2,4,4,5,2,3,5,5,2,3,2,1,3,3,2,3,1,2,5,3,4,5,2,5,2,4,5,3,3,1,3,1,1,1,2,3,2,3,4,5,5,3,4,5,5,1,5,5,Caucasian (European),female,42,20,39,38,22,80,42,3,23,64
3,33,1,2,1,2,US,5,5,4,4,4,5,5,4,5,4,1,2,1,2,2,1,2,1,1,2,2,5,2,3,2,2,2,4,2,2,1,1,2,1,3,2,4,3,3,2,3,3,4,4,3,4,3,3,5,4,Caucasian (European),female,36,22,45,26,15,94,5,6,5,29
3,21,1,2,1,5,US,3,4,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,3,2,2,5,5,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,4,2,4,1,5,4,5,4,4,3,Caucasian (European),female,36,48,23,48,14,23,93,98,3,29
3,19,1,2,1,1,US,3,4,4,4,4,4,3,3,4,4,2,3,2,2,4,4,3,3,4,4,5,5,5,5,4,4,5,5,5,4,3,3,3,3,2,3,2,4,2,3,2,4,4,5,4,4,4,2,4,4,Caucasian (European),female,37,28,37,47,31,74,90,23,58,35
3,21,1,1,1,2,US,5,5,5,5,4,5,5,5,5,4,4,4,2,5,4,5,4,4,3,5,2,3,2,1,4,1,4,4,2,4,2,2,2,3,1,3,2,4,2,5,4,4,4,3,4,4,2,4,4,5,Caucasian (European),male,38,26,48,27,40,98,7,16,88,40
13,41,1,2,1,1,US,2,3,4,1,4,3,3,1,1,2,2,3,2,4,2,3,3,3,4,4,5,5,5,4,3,4,4,4,4,2,4,2,5,3,5,3,4,3,4,5,4,3,4,3,3,4,4,4,4,3,Other,female,36,38,24,40,30,27,54,72,54,29
3,22,1,2,2,5,US,1,4,3,4,3,3,2,3,3,1,3,4,3,3,4,5,5,4,5,4,5,4,5,5,4,5,5,4,5,3,3,2,2,3,2,2,1,4,2,2,5,5,4,5,4,5,4,3,3,4,Caucasian (European),female,42,23,27,45,40,37,80,7,88,64
11,19,1,1,1,5,US,4,5,4,3,4,4,5,4,5,4,4,5,1,3,4,4,4,5,4,4,4,5,2,4,4,3,4,4,4,4,3,3,4,4,3,2,4,4,3,3,3,4,4,4,3,5,4,2,4,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",male,37,33,42,38,38,88,42,47,83,35
3,16,2,2,1,1,CA,2,1,3,3,2,2,1,2,3,1,4,3,1,1,2,2,3,2,3,1,5,2,4,4,4,4,3,3,4,3,4,3,4,4,3,3,4,4,4,5,4,4,4,3,2,4,4,2,4,3,Caucasian (European),female,34,38,20,36,22,15,32,72,23,20
11,16,1,2,1,1,US,3,4,4,4,5,5,5,3,4,4,2,2,1,2,3,1,2,2,3,4,5,5,5,5,5,5,5,5,5,4,4,3,5,4,4,4,5,4,5,4,4,4,5,5,4,5,3,4,5,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,44,42,41,49,22,86,96,86,23,75
13,1989,2,1,1,5,KR,5,4,3,3,4,2,2,3,3,3,3,4,2,3,2,4,2,3,3,3,3,3,3,3,3,2,3,2,4,3,4,3,4,2,3,3,3,3,2,3,3,2,3,3,4,3,4,4,4,4,Other,male,34,30,32,29,29,57,10,32,50,20
3,21,1,2,2,1,US,3,3,2,2,3,4,4,2,1,1,2,2,2,1,2,2,3,3,2,1,5,4,4,5,5,4,5,5,5,3,4,4,4,3,4,4,4,4,4,5,4,5,4,5,4,4,4,4,4,4,Caucasian (European),female,42,40,25,45,20,30,80,80,16,64
3,27,1,2,1,2,US,1,3,3,2,2,3,2,2,2,1,4,4,2,2,4,4,2,3,3,3,4,3,5,3,2,2,3,3,3,3,2,1,4,2,1,1,3,3,4,5,5,5,3,4,4,4,5,5,5,3,Caucasian (European),female,43,26,21,31,31,18,14,16,58,70
3,17,1,2,1,1,US,4,3,4,4,2,5,5,4,5,1,2,2,1,3,4,2,1,1,4,4,5,5,5,5,5,5,5,5,5,4,3,1,5,4,1,1,2,4,2,4,5,5,5,5,4,5,5,4,5,5,Caucasian (European),female,48,27,37,49,24,74,96,19,30,93
6,21,2,1,1,2,SA,1,1,4,2,3,4,1,2,2,1,5,1,1,2,5,5,5,5,5,5,5,3,5,5,5,4,4,4,5,2,4,5,5,4,5,2,5,5,5,4,5,5,5,4,4,5,5,2,5,3,"Caucasian (North African, Other)",male,43,44,21,42,39,18,65,91,86,70
11,21,2,2,1,1,PH,3,5,5,3,4,3,5,2,5,4,1,3,1,3,1,1,2,3,1,3,5,5,4,5,3,5,5,5,5,5,4,2,4,2,2,1,4,4,4,3,3,4,5,3,3,5,4,2,5,3,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,37,30,39,47,19,80,90,32,13,35
11,27,2,1,1,1,FR,3,3,4,3,4,4,5,4,5,1,1,4,2,4,2,4,3,4,2,2,3,4,2,3,4,3,4,4,3,4,4,4,4,4,4,2,4,4,5,5,4,4,4,4,5,5,5,2,3,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",male,41,40,36,34,28,71,23,80,46,58
3,19,1,1,1,1,US,3,3,3,3,4,3,3,4,2,2,2,2,2,2,2,2,4,3,2,2,2,4,3,5,4,3,4,4,4,4,3,3,4,5,2,4,3,3,3,3,2,4,3,3,4,3,4,2,4,3,Caucasian (European),male,32,33,30,37,23,49,37,47,26,13
3,56,1,2,1,1,AU,1,2,3,2,2,3,1,1,1,1,3,3,2,4,3,3,3,3,2,3,5,4,5,4,4,4,3,4,4,3,4,5,5,5,4,5,5,5,4,5,4,4,4,4,3,4,5,4,4,4,Caucasian (European),female,40,47,17,40,29,8,54,97,50,52
1,25,1,1,1,1,EU,2,4,2,2,2,3,2,2,2,1,2,2,2,2,2,2,3,4,2,3,4,3,4,4,4,3,3,3,3,3,2,4,4,3,2,3,4,3,3,3,2,3,5,3,3,4,2,2,4,3,Mixed Race,male,31,31,22,34,24,20,23,37,30,10
6,19,1,2,2,5,US,3,5,4,4,5,4,4,1,2,4,4,5,4,4,3,4,4,4,5,5,5,5,5,5,4,5,5,5,5,4,3,2,4,2,3,3,3,3,3,3,3,2,3,2,4,3,4,3,3,4,"Caucasian (North African, Other)",female,31,29,36,48,42,71,93,27,92,10
3,34,1,2,1,5,AU,2,2,5,4,5,5,5,2,3,4,4,4,3,3,2,5,3,4,4,5,4,4,4,4,2,3,5,4,4,5,4,5,5,4,3,4,4,4,3,4,5,4,4,5,4,4,5,5,4,4,Caucasian (European),female,44,40,37,39,37,74,48,80,80,75
3,19,1,1,1,1,US,4,3,3,3,3,4,1,3,2,2,4,5,3,1,2,3,4,5,3,5,2,4,2,4,1,4,1,2,4,4,1,1,4,2,1,2,3,2,2,3,2,5,5,5,5,5,5,3,4,5,Caucasian (European),male,44,21,28,28,35,41,8,4,74,75
11,19,1,2,1,1,ID,1,1,2,1,2,1,1,1,1,1,4,4,3,4,4,4,3,3,3,2,2,4,4,4,3,4,2,4,2,4,4,2,4,2,3,4,4,3,3,4,4,4,5,2,4,5,5,2,5,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,41,33,12,33,34,2,20,47,70,58
3,18,1,2,1,5,US,4,4,5,3,5,4,5,2,3,5,3,4,2,3,3,5,3,5,2,4,1,4,4,5,3,1,4,5,5,4,4,5,5,4,2,4,4,3,2,4,3,2,5,5,4,4,5,3,3,4,Caucasian (European),female,38,37,40,36,34,83,32,67,70,40
3,19,1,2,1,1,US,4,4,4,3,4,4,3,3,4,3,3,3,2,1,5,3,1,3,3,2,4,4,2,4,3,4,4,4,4,3,2,1,4,2,5,2,4,5,3,3,3,4,5,1,4,4,4,3,5,5,Caucasian (European),female,38,31,36,36,26,71,32,37,37,40
3,19,1,1,1,1,US,3,3,3,2,4,5,2,3,5,1,1,3,1,1,2,2,1,2,2,1,4,4,2,3,2,2,3,3,3,4,4,4,5,3,1,1,2,3,2,3,4,5,4,5,3,4,4,5,4,4,Caucasian (European),male,42,28,31,30,16,53,12,23,6,64
1,13,1,2,1,1,US,1,2,4,2,3,2,5,1,1,2,4,3,2,4,4,5,1,1,2,5,2,5,3,2,4,1,4,3,4,2,4,5,5,4,3,5,3,3,4,4,5,5,5,5,4,5,4,4,5,4,Mixed Race,female,46,40,23,30,31,23,12,80,58,86
9,23,2,2,1,5,IN,1,5,5,1,5,5,1,5,3,5,1,1,1,4,1,1,1,1,5,4,1,1,5,5,2,5,2,5,5,2,5,1,1,3,5,2,1,3,1,3,5,5,3,2,4,5,4,1,4,3,"North East Asian (Mongol, Tibetan, Korean Japanese, etc)",female,36,25,36,33,20,71,20,12,16,29
1,25,0,1,1,1,CN,3,3,4,3,2,4,2,1,4,2,2,3,2,3,3,2,3,5,3,4,2,2,3,3,3,4,2,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,Mixed Race,male,47,50,28,30,30,41,12,99,54,90
6,20,1,1,1,1,US,4,5,4,5,5,5,5,4,4,5,1,1,1,4,5,2,1,2,1,1,5,5,3,5,5,5,5,4,5,4,4,5,5,5,3,5,5,5,5,5,4,5,5,5,3,5,1,3,5,5,"Caucasian (North African, Other)",male,41,47,46,46,19,96,85,97,13,58
