race,age,engnat,gender,hand,source,country,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,race_cat,gender_cat,O,C,E,A,N,E_pct,A_pct,C_pct,N_pct,O_pct
11,19,2,2,1,5,MY,4,3,4,1,3,2,3,4,3,2,1,3,1,4,3,1,1,2,2,2,1,4,4,5,3,5,4,3,4,3,4,2,3,3,4,3,2,3,4,4,3,3,5,3,4,4,4,4,4,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,38,32,29,36,20,45,32,42,16,40
3,28,2,1,1,5,DK,2,2,2,2,2,2,2,3,2,2,5,4,2,2,4,4,4,4,2,2,2,4,4,2,2,3,3,3,2,4,3,2,4,4,2,2,4,3,2,4,5,2,4,5,2,5,4,4,4,2,Caucasian (European),male,37,30,21,29,33,18,10,32,66,35
3,23,2,2,2,3,DK,5,5,5,4,5,5,5,4,5,5,4,5,2,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,4,2,3,4,3,4,3,4,5,5,4,4,5,4,4,5,4,Caucasian (European),female,44,30,48,50,39,98,98,32,86,75
3,22,2,2,1,3,DK,2,4,4,4,4,4,4,3,2,3,5,4,4,4,2,5,4,4,5,4,4,5,5,4,5,4,4,2,4,5,2,2,3,5,4,2,3,5,2,4,4,5,3,4,1,3,4,3,5,1,Caucasian (European),female,33,32,34,42,41,64,65,42,90,17
3,42,1,2,1,2,AU,1,3,2,5,3,2,1,1,1,2,4,3,4,2,5,5,5,5,4,2,5,3,5,3,3,1,2,3,1,3,5,4,5,5,3,4,5,5,4,4,5,5,4,5,5,5,5,5,5,4,Caucasian (European),female,48,44,21,29,39,18,10,91,86,93
3,21,2,2,1,3,DK,3,4,5,4,4,5,3,3,3,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,5,5,5,4,4,4,5,3,5,4,5,4,4,4,4,Caucasian (European),female,42,45,37,49,48,74,96,93,98,64
2,29,2,1,1,5,DK,2,2,4,3,2,4,2,3,3,2,5,5,4,2,2,4,4,4,4,4,2,4,5,5,5,4,4,4,4,4,2,2,2,3,3,2,4,4,2,4,2,4,3,4,3,4,3,3,4,4,"Arctic (Siberian, Eskimo)",male,34,28,27,41,38,37,59,23,83,20
3,45,1,2,1,1,GB,3,5,2,4,5,5,5,3,3,2,3,3,1,5,3,4,4,5,4,5,5,5,5,5,5,5,4,4,5,5,3,1,5,3,5,2,5,5,3,4,4,5,5,4,4,5,5,1,4,4,Caucasian (European),female,41,36,37,48,37,74,93,62,80,58
4,28,2,1,1,1,IN,2,2,3,2,5,3,3,3,3,2,4,4,3,3,1,3,3,3,3,4,3,3,3,3,1,3,3,4,3,2,4,4,4,2,5,3,3,3,3,2,4,3,2,3,4,2,4,4,3,2,Caucasian (Indian),male,31,33,28,28,31,41,8,47,58,10
0,19,2,2,1,1,IN,1,2,3,5,4,2,4,5,5,1,4,5,5,1,4,3,1,1,5,4,1,5,5,5,5,5,5,5,5,5,3,5,1,4,1,1,1,3,1,2,3,4,3,5,2,5,5,2,4,3,missed,female,36,22,32,46,33,57,85,6,66,29
3,50,1,1,1,1,US,3,4,3,4,5,5,2,4,4,4,4,4,3,2,4,4,4,4,4,2,4,4,2,4,4,4,3,4,4,3,4,1,3,4,2,1,4,2,2,4,5,5,5,5,5,5,5,4,4,5,Caucasian (European),male,48,27,38,36,35,77,32,19,74,93
5,21,2,2,1,5,TR,2,4,5,5,5,3,2,1,2,1,5,3,4,3,4,2,5,5,4,5,5,5,2,4,5,5,5,4,5,4,5,1,5,3,1,5,5,5,5,5,5,5,5,5,4,5,5,2,2,3,Caucasian (Middle East),female,41,40,30,44,40,49,76,80,88,58
11,16,2,3,1,1,PH,1,4,5,3,5,3,3,4,5,2,4,3,1,3,5,1,1,2,1,4,1,4,1,4,5,3,4,3,5,3,2,3,1,1,1,1,2,3,4,3,3,1,5,3,1,3,2,2,4,1,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",other,25,21,35,33,25,68,20,4,34,1
0,41,2,1,3,1,GB,4,2,5,5,5,4,4,1,2,4,5,5,2,2,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,5,5,missed,male,48,47,36,48,44,71,93,97,95,93
3,44,1,2,1,5,AU,3,4,3,2,4,3,2,2,2,2,1,2,2,4,2,2,2,2,2,2,4,4,5,4,4,4,3,4,4,3,2,2,2,3,2,2,2,5,2,4,5,4,4,5,3,4,4,4,4,4,Caucasian (European),female,41,26,27,39,21,37,48,16,19,58
13,33,2,1,1,2,US,1,4,5,2,4,4,4,4,5,1,5,5,2,3,4,2,3,4,2,4,5,4,5,4,5,5,5,4,4,5,3,3,5,5,3,5,5,5,4,5,5,2,4,2,5,5,4,4,4,5,Other,male,40,43,34,46,34,64,85,89,70,52
3,60,2,2,1,5,SE,4,5,5,2,5,4,4,2,5,2,3,4,3,3,2,2,2,2,2,3,4,5,3,4,1,5,4,4,4,5,5,3,4,2,5,3,4,3,4,5,5,3,5,4,5,1,5,5,5,4,Caucasian (European),female,42,38,38,39,26,77,48,72,37,64
11,15,2,1,2,1,PH,1,3,3,2,2,3,2,1,2,3,3,4,2,3,3,2,1,1,3,3,5,4,4,5,4,5,3,4,4,3,2,1,3,1,2,1,4,2,1,2,4,2,5,5,5,4,4,5,4,5,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",male,43,19,22,41,25,20,59,2,34,70
3,23,2,2,2,3,DK,3,5,5,4,4,4,4,4,5,3,3,3,2,3,3,4,4,3,4,4,5,5,5,5,5,5,5,4,5,3,4,2,4,3,2,4,4,3,5,3,3,5,5,5,3,5,4,3,5,3,Caucasian (European),female,41,34,41,47,33,86,90,52,66,58
3,32,1,1,1,2,US,4,3,3,3,4,4,3,3,3,2,3,4,2,2,4,3,4,4,3,2,5,4,4,4,4,4,4,4,4,4,3,4,4,4,2,3,4,4,4,4,4,4,5,4,2,4,4,4,4,5,Caucasian (European),male,40,36,32,41,31,57,59,62,58,52
3,22,2,2,1,5,DK,3,4,4,4,2,5,1,3,3,2,3,4,1,2,2,4,1,1,4,2,4,5,5,5,5,5,5,3,4,3,3,1,2,3,1,1,2,3,1,3,5,4,5,5,4,5,4,5,5,4,Caucasian (European),female,46,20,31,44,24,53,76,3,30,86
11,19,1,2,1,2,AU,1,1,4,1,2,1,2,1,5,1,2,2,1,2,5,4,2,5,1,3,4,4,5,4,4,3,2,5,4,3,4,4,1,3,2,5,4,4,5,4,4,4,1,4,3,1,3,3,5,1,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,29,36,19,38,27,13,42,62,42,6
13,16,2,1,1,1,DK,2,4,5,1,4,5,5,4,5,2,5,5,4,4,4,5,5,5,5,3,5,4,4,5,5,4,5,5,4,5,3,2,5,2,3,2,4,3,3,3,5,5,3,5,4,4,5,5,5,4,Other,male,45,30,37,46,45,74,85,32,96,81
3,37,2,1,1,3,DK,3,3,4,2,5,5,1,2,3,2,5,5,4,1,4,5,5,5,5,3,4,3,5,5,4,4,4,2,5,5,4,4,4,5,2,5,1,5,2,5,5,5,5,4,5,5,5,4,5,4,Caucasian (European),male,47,37,30,41,42,49,59,67,92,90
3,25,1,2,1,2,US,1,2,1,2,1,4,1,1,1,1,3,3,2,2,5,4,3,4,2,3,1,2,4,1,1,1,2,2,1,4,4,2,5,3,2,2,3,3,3,4,4,4,2,3,5,4,4,4,5,4,Caucasian (European),female,39,31,15,19,31,5,1,37,58,46
3,27,1,2,1,1,CA,4,5,5,4,5,5,4,3,5,4,2,4,2,2,4,2,4,4,2,2,5,5,4,5,5,5,5,5,5,5,3,1,3,3,1,1,3,3,3,2,5,5,5,4,5,5,3,5,5,5,Caucasian (European),female,47,23,44,49,28,93,96,7,46,90
5,36,2,2,1,1,PK,5,1,5,4,4,3,3,2,1,2,4,5,1,3,4,3,3,5,4,3,5,4,5,5,5,5,5,4,5,5,4,3,4,4,3,5,5,3,5,5,5,4,3,4,5,5,5,2,5,5,Caucasian (Middle East),female,43,41,30,48,35,49,93,83,74,70
4,37,2,1,1,1,NO,1,2,5,1,3,2,2,4,3,2,5,5,3,4,5,3,4,4,5,4,4,4,5,4,4,4,4,2,4,4,5,4,5,4,3,4,4,4,3,4,3,5,5,4,4,5,4,2,3,4,Caucasian (Indian),male,39,40,25,39,42,30,48,80,92,46
2,22,2,2,1,3,DK,5,5,5,5,5,5,5,4,5,5,5,2,1,2,1,2,3,3,5,4,5,5,1,5,4,5,2,5,5,5,3,1,5,3,2,2,1,3,2,5,3,5,5,2,5,4,5,3,1,4,"Arctic (Siberian, Eskimo)",female,37,27,49,42,28,99,65,19,46,35
3,25,2,2,1,3,DK,2,3,3,2,2,4,1,2,2,1,1,2,1,2,3,2,3,4,3,3,5,4,3,5,4,4,3,4,4,3,4,2,4,4,1,2,2,3,2,3,4,5,4,5,3,4,5,3,5,3,Caucasian (European),female,41,27,22,39,24,20,48,19,30,58
3,24,1,2,1,1,US,2,2,4,2,3,4,3,2,1,3,4,4,2,1,2,4,3,4,5,1,4,4,5,4,4,4,4,4,4,4,4,2,4,4,2,4,3,4,1,4,4,4,4,5,4,5,4,4,5,4,Caucasian (European),female,43,32,26,41,30,34,59,42,54,70
3,17,1,1,1,1,US,2,3,1,3,2,4,2,3,3,2,4,3,4,4,2,5,3,4,3,5,3,1,3,1,1,2,2,2,1,2,2,3,4,2,2,2,4,3,4,3,4,5,4,4,3,4,5,4,4,4,Caucasian (European),male,41,29,25,18,37,30,1,27,80,58
3,33,1,2,1,2,GB,3,4,5,4,4,4,3,2,2,3,2,3,2,2,3,3,4,3,2,4,1,4,5,5,5,5,4,1,2,2,2,3,4,5,3,2,3,4,4,3,4,4,3,3,3,3,3,2,4,4,Caucasian (European),female,33,33,34,34,28,64,23,47,46,17
3,35,1,1,1,2,GB,5,5,5,5,5,5,5,5,5,5,2,4,2,4,4,2,2,2,1,2,2,4,3,3,2,5,1,3,3,3,5,5,5,5,5,5,5,5,5,1,5,5,5,4,5,5,5,5,5,5,Caucasian (European),male,49,46,50,29,25,99,10,95,34,96
1,26,1,2,1,2,US,3,4,4,4,4,4,3,4,4,4,4,4,3,2,5,4,5,5,5,4,4,5,4,4,4,5,4,3,4,4,4,2,3,4,3,4,4,3,4,2,3,4,3,4,5,4,4,3,4,4,Mixed Race,female,38,33,38,41,41,77,59,47,90,40
5,20,1,2,1,2,ZA,1,3,5,3,5,3,4,1,1,2,1,3,1,4,4,2,4,3,3,4,5,5,5,5,5,5,5,5,5,3,4,4,4,5,3,1,4,5,3,4,3,4,5,5,4,4,4,1,4,3,Caucasian (Middle East),female,37,37,28,48,29,41,93,67,50,35
3,37,2,2,1,1,GR,3,3,5,3,3,3,4,4,4,3,2,3,3,4,4,2,4,4,3,4,4,4,4,4,4,3,4,3,4,5,4,2,2,3,4,2,4,3,4,5,3,2,2,2,4,2,4,2,2,3,Caucasian (European),female,26,33,35,39,33,68,48,47,66,2
3,28,2,2,1,3,DK,3,4,3,3,3,4,2,3,3,2,3,4,3,2,2,3,3,3,4,3,4,4,5,4,5,3,4,4,4,4,4,4,3,3,3,3,3,4,4,3,4,5,4,5,4,4,4,4,5,4,Caucasian (European),female,43,34,30,41,30,49,59,52,54,70
3,16,1,2,1,1,US,1,3,2,4,4,4,1,5,5,2,1,3,1,3,1,1,3,5,3,4,5,4,5,5,5,5,5,5,5,3,4,1,4,4,1,2,5,2,5,4,5,5,5,5,4,5,4,5,5,5,Caucasian (European),female,48,32,31,47,25,53,90,42,34,93
11,20,2,2,1,5,MY,4,1,3,2,5,3,3,3,3,2,1,1,1,3,1,1,1,1,1,3,3,3,4,5,5,5,4,4,5,3,3,2,3,2,4,1,1,5,3,3,1,3,3,3,3,3,3,2,3,3,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,27,27,29,41,14,45,59,19,3,3
11,26,2,2,1,5,PH,1,4,2,1,4,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,3,2,2,4,4,2,2,4,4,1,5,5,5,5,4,5,5,5,4,5,5,5,4,5,4,4,5,5,5,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,46,48,19,28,12,13,8,98,1,86
13,16,1,2,2,2,US,5,5,5,5,5,5,1,5,1,1,2,5,1,1,1,1,1,5,5,5,1,5,5,1,5,5,5,1,5,1,5,1,5,1,5,1,1,5,5,5,1,5,1,5,5,1,5,5,5,5,Other,female,38,34,38,34,27,77,23,52,42,40
3,15,1,2,3,1,US,1,1,1,1,1,1,1,1,1,1,2,3,1,5,3,4,2,2,3,5,5,5,4,5,5,5,5,5,5,4,2,3,5,3,1,3,4,3,4,3,2,5,5,2,4,5,5,3,4,4,Caucasian (European),female,39,31,10,48,30,0,93,37,54,46
11,20,2,1,1,1,PH,2,4,2,2,3,3,2,2,2,2,3,5,2,3,3,1,1,2,2,2,3,3,3,3,2,3,3,3,3,4,3,3,2,2,2,3,3,3,2,3,4,4,4,4,4,4,4,3,2,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",male,37,26,24,30,24,27,12,16,30,35
4,20,1,1,1,1,IN,2,2,4,3,3,3,3,1,2,2,3,4,2,3,2,4,3,5,3,5,4,3,3,4,4,4,4,3,4,3,3,3,2,3,3,2,4,4,4,2,3,3,2,2,4,2,4,2,3,4,Caucasian (Indian),male,29,30,25,36,34,30,32,32,70,6
4,18,1,2,1,1,IN,2,1,4,4,4,5,4,1,1,1,2,4,2,1,2,3,1,1,1,1,2,5,3,4,4,3,4,5,5,3,4,2,3,3,2,1,3,3,5,3,4,1,4,5,4,5,5,4,5,5,Caucasian (Indian),female,42,29,27,38,18,37,42,27,10,64
3,16,1,1,1,1,GB,3,2,3,1,4,2,3,1,3,2,2,4,2,4,2,3,3,4,4,4,1,4,2,4,4,3,4,4,4,4,2,2,4,2,3,4,4,4,3,3,4,5,4,4,3,4,4,4,5,3,Caucasian (European),male,40,31,24,34,32,27,23,37,62,52
11,21,1,1,1,5,MY,1,4,2,2,2,3,2,3,3,4,3,5,2,4,2,2,2,2,3,2,4,3,3,5,4,4,3,3,4,4,2,2,3,2,2,2,4,3,3,2,2,2,3,2,3,2,3,2,3,2,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",male,24,25,26,37,27,34,37,12,42,1
11,15,2,2,1,1,ID,3,1,3,1,2,1,1,3,5,1,2,4,1,3,5,2,4,3,3,3,2,4,4,5,4,3,4,3,5,3,4,3,5,3,3,2,3,3,3,3,2,3,4,4,4,4,4,2,4,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,35,32,21,37,30,18,37,42,54,25
3,21,2,2,1,3,DK,4,3,4,4,4,4,5,2,2,3,2,3,1,2,3,2,1,1,2,2,4,4,4,5,5,4,5,4,5,4,5,5,4,4,2,4,3,3,4,4,4,4,2,4,4,3,4,4,5,4,Caucasian (European),female,38,38,35,44,19,68,76,72,13,40
11,22,2,1,1,1,PK,2,4,5,3,5,4,2,3,4,4,5,4,2,2,4,4,4,4,4,4,2,4,4,4,4,4,3,2,4,4,3,5,3,4,3,5,4,4,4,4,4,3,3,3,4,4,4,2,2,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",male,33,39,36,35,37,71,27,76,80,17
3,21,1,2,1,2,US,2,3,3,2,4,4,3,2,4,3,4,2,2,2,5,3,1,3,1,3,4,4,2,3,4,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,Caucasian (European),female,50,43,30,37,26,49,37,89,37,98
1,17,1,1,2,1,JP,3,2,4,3,4,4,5,2,4,2,3,5,4,2,3,4,2,4,2,4,4,4,5,4,4,4,5,4,3,3,3,2,4,4,2,2,3,4,2,3,5,5,4,5,5,4,4,5,4,5,Mixed Race,male,46,29,33,40,33,60,54,27,66,86
3,38,1,1,2,5,US,1,3,4,4,4,4,2,2,3,3,4,3,4,3,2,3,3,3,3,3,4,5,4,4,4,4,4,4,4,4,3,4,2,3,2,3,3,3,2,3,4,4,4,5,5,4,5,3,4,5,Caucasian (European),male,43,28,30,41,31,49,59,23,58,70
3,17,1,1,1,1,US,1,5,1,1,1,1,1,1,1,1,5,5,5,1,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,1,1,1,1,1,5,5,5,1,5,5,1,5,5,5,5,Caucasian (European),male,42,28,14,14,38,4,0,23,83,64
13,21,2,2,1,1,US,3,5,4,4,5,5,4,4,5,4,3,3,1,4,3,4,4,4,4,5,4,5,5,4,4,5,4,4,4,4,4,3,4,4,3,4,3,4,3,3,3,4,5,5,3,5,4,4,4,4,Other,female,41,35,43,43,35,91,70,57,74,58
3,29,1,1,1,1,TR,5,5,5,4,5,5,5,3,5,2,3,1,1,3,3,3,3,3,3,3,5,5,2,5,5,3,5,5,5,5,3,4,5,5,4,4,5,5,5,5,4,3,5,3,5,5,5,5,5,5,Caucasian (European),male,45,45,44,45,26,93,80,93,37,81
3,18,1,1,1,1,GB,3,4,3,4,5,4,5,4,5,5,1,2,1,3,2,2,4,2,2,3,5,4,5,4,3,5,4,4,4,4,4,4,5,2,2,2,4,4,4,4,5,5,5,5,5,5,5,5,5,5,Caucasian (European),male,50,35,42,42,22,88,65,57,23,98
4,62,2,1,1,1,IN,3,2,4,3,3,4,3,2,4,3,5,5,3,5,5,5,3,5,5,5,2,4,5,4,4,4,3,4,4,4,5,5,5,5,4,5,4,5,5,4,3,3,3,3,4,4,5,1,4,4,Caucasian (Indian),male,34,47,31,38,46,53,42,97,97,20
3,17,1,2,1,2,GB,3,3,3,2,4,3,3,2,2,2,3,4,2,3,3,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4,2,2,4,2,2,2,2,3,2,4,4,2,4,2,3,4,3,4,4,4,Caucasian (European),female,34,25,27,40,30,37,54,12,54,20
11,20,2,2,2,1,US,3,2,4,2,4,1,1,1,1,1,5,5,4,5,1,4,4,5,5,5,5,5,5,3,4,5,5,4,4,3,4,2,5,3,5,2,3,2,2,4,5,5,5,5,4,5,5,3,3,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,44,32,20,43,43,15,70,42,94,75
1,25,2,1,1,5,US,4,4,5,3,5,5,5,4,4,4,4,5,3,3,5,3,2,2,4,4,3,4,5,3,2,3,4,3,3,5,3,1,5,1,3,1,1,3,1,3,5,4,4,4,5,5,5,2,5,5,Mixed Race,male,44,22,43,35,35,91,27,6,74,75
4,43,2,1,1,1,IN,3,1,4,2,2,4,2,1,1,2,5,2,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,4,4,4,5,5,3,5,4,5,4,4,4,5,4,2,4,5,5,2,5,4,Caucasian (Indian),male,40,43,22,44,46,20,76,89,97,52
13,34,2,1,1,1,IN,4,4,4,3,3,4,4,3,5,4,3,2,2,3,3,3,4,4,4,3,5,4,4,4,4,5,5,4,5,4,3,2,4,4,3,1,2,4,3,4,3,3,4,4,3,4,3,2,3,4,Other,male,33,30,38,44,31,77,76,32,58,17
1,25,2,1,1,5,US,4,5,5,3,5,5,5,4,4,5,5,5,5,4,4,4,2,2,5,5,4,5,4,3,4,4,5,3,4,5,2,1,5,1,1,1,1,3,1,3,4,5,5,4,5,5,5,2,5,5,Mixed Race,male,45,19,45,41,41,94,59,2,90,81
3,16,1,1,1,1,US,3,4,4,3,3,4,4,1,3,2,3,5,3,2,5,1,2,4,2,5,4,3,4,4,4,3,4,5,3,5,4,5,4,5,1,4,5,3,2,5,4,5,5,5,5,5,5,4,4,4,Caucasian (European),male,46,38,31,39,32,53,48,72,62,86
3,39,1,2,1,2,US,1,3,2,2,2,2,1,1,1,2,3,4,2,5,5,4,4,5,3,5,5,4,5,4,5,5,4,5,5,4,5,3,5,4,4,5,5,5,4,5,4,4,3,4,5,5,5,4,4,5,Caucasian (European),female,43,45,17,46,40,8,85,93,88,70
13,22,1,1,1,1,IN,4,1,5,5,4,5,5,1,4,2,5,5,3,5,3,4,2,5,3,5,5,5,5,5,2,1,5,2,4,4,1,5,5,5,4,2,2,2,3,3,5,5,5,5,4,5,5,2,5,5,Other,male,46,32,36,38,40,71,42,42,88,86
11,19,2,1,1,5,MY,4,4,2,4,4,3,4,3,2,3,2,4,2,3,2,4,3,3,3,3,2,4,3,3,3,4,3,3,2,2,2,3,3,2,3,3,5,2,2,3,2,3,3,3,3,2,3,2,3,3,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",male,27,28,33,29,29,60,10,23,50,3
4,26,2,2,1,1,IN,3,4,4,4,5,4,3,2,4,4,1,2,1,2,2,2,1,1,1,1,5,5,5,5,4,5,4,4,4,5,4,4,4,3,1,4,4,4,2,5,5,4,4,5,4,4,4,5,5,4,Caucasian (Indian),female,44,35,37,46,14,74,85,57,3,75
3,49,1,1,1,5,US,3,4,3,4,4,4,3,2,4,4,5,4,2,4,5,4,5,5,4,5,3,3,5,2,2,3,3,2,2,4,4,2,4,4,3,4,4,5,3,3,4,4,4,2,4,4,4,3,4,4,Caucasian (European),male,37,36,35,29,43,68,10,62,94,35
12,23,2,1,1,5,CM,2,4,4,2,4,5,4,3,4,2,4,4,3,5,4,4,4,4,3,4,4,5,4,4,5,4,5,5,4,4,4,3,4,1,3,4,4,3,3,4,4,4,4,3,4,4,4,4,4,5,"West African, Bushmen, Ethiopian",male,40,33,34,44,39,64,76,47,86,52
3,24,2,1,1,1,PT,4,5,4,5,5,4,5,5,5,3,4,2,4,3,4,3,3,3,3,4,2,3,3,2,2,1,2,2,3,3,3,4,3,4,3,4,3,3,3,4,5,4,5,3,5,5,5,5,4,5,Caucasian (European),male,46,34,45,23,33,94,3,52,66,86
6,13,1,2,1,1,US,3,4,3,3,4,4,2,3,3,3,2,3,2,2,3,2,2,2,2,3,4,3,3,3,4,3,3,3,3,3,3,4,2,4,1,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,"Caucasian (North African, Other)",female,37,29,32,32,23,57,17,27,26,35
11,16,2,1,1,1,ID,5,5,5,1,5,5,5,5,5,1,4,5,1,5,4,4,5,5,2,5,1,1,1,5,4,3,5,5,5,5,2,1,5,1,5,1,1,2,3,5,1,2,3,5,3,2,5,3,5,3,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",male,32,26,42,35,40,88,27,16,88,13
11,21,2,2,3,1,PH,4,5,4,4,5,5,2,2,4,1,2,4,1,3,2,2,1,1,2,3,2,4,1,4,2,4,3,4,5,5,3,2,5,3,2,2,4,2,2,3,5,5,5,5,4,5,4,5,5,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,47,28,36,34,21,71,23,23,19,90
3,36,1,2,1,5,US,3,4,5,2,4,5,5,1,1,3,3,3,3,1,5,4,4,3,4,1,1,5,4,5,5,3,5,5,4,4,3,3,3,3,3,3,3,3,3,2,5,5,3,5,3,3,4,4,3,3,Caucasian (European),female,38,29,33,41,31,60,59,27,58,40
5,22,2,2,1,1,PK,3,3,3,1,1,4,2,5,3,3,3,3,3,5,3,4,1,4,5,3,3,3,5,5,5,5,1,5,5,2,3,3,3,5,3,5,1,3,5,4,3,5,5,5,5,1,3,5,5,5,Caucasian (Middle East),female,42,35,28,39,34,41,48,57,70,64
3,25,1,1,1,2,US,2,4,4,4,5,5,5,5,2,3,5,5,4,5,4,4,5,5,2,5,4,3,5,4,3,4,4,4,3,3,5,5,4,5,5,5,5,5,5,4,5,4,5,4,5,1,5,2,2,4,Caucasian (European),male,37,48,39,37,44,80,37,98,95,35
11,29,1,2,1,5,US,2,1,4,2,5,4,2,2,2,3,3,3,1,2,4,3,2,2,2,2,4,5,4,4,2,4,4,4,4,3,3,2,5,2,2,2,5,3,3,4,4,4,5,5,3,5,4,3,5,4,"South East Asian (Chinese, Thai, Malay, Filipino, etc)",female,42,31,27,38,24,37,42,37,30,64
3,40,1,2,1,2,US,4,5,5,5,5,5,5,3,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,3,3,5,4,5,5,5,4,4,5,5,4,5,4,5,Caucasian (European),female,46,41,47,50,47,97,98,83,98,86
3,44,1,1,2,5,GB,2,2,3,2,4,2,2,1,3,2,3,2,2,3,4,2,2,3,2,4,4,4,5,4,3,5,3,4,4,3,2,2,3,3,1,1,4,4,4,3,5,5,5,5,5,5,4,4,4,4,Caucasian (European),male,46,27,23,39,27,23,48,19,42,86
3,17,1,2,1,1,GB,2,3,2,1,1,3,1,1,5,1,2,4,1,1,4,2,2,2,2,2,5,3,5,5,5,4,5,5,5,5,5,1,5,1,1,1,2,4,2,5,5,5,5,5,5,5,5,5,5,5,Caucasian (European),female,50,27,20,47,22,15,90,19,23,98
3,43,1,2,1,1,US,2,2,4,2,3,2,3,2,1,2,2,5,1,3,2,2,3,4,3,3,5,4,5,4,4,5,4,4,4,3,4,2,4,2,3,2,4,3,4,4,4,3,4,3,3,4,4,4,3,3,Caucasian (European),female,35,32,23,42,28,23,65,42,46,25
3,20,1,2,2,1,US,2,4,4,3,4,4,5,2,3,3,3,3,1,3,3,2,2,3,3,4,5,5,4,5,5,5,5,5,5,5,4,5,4,4,3,5,5,5,5,4,4,4,5,5,4,5,5,3,5,4,Caucasian (European),female,44,44,34,49,27,64,96,91,42,75
3,24,2,2,1,2,IL,1,2,4,3,2,2,2,2,2,2,5,5,4,2,3,4,4,4,4,4,2,2,3,4,4,4,2,1,4,4,3,5,4,4,2,4,5,3,3,3,2,4,5,2,3,4,4,2,4,3,Caucasian (European),female,33,36,22,30,39,20,12,62,86,17
1,21,1,2,1,1,US,2,3,3,4,5,3,3,5,3,1,3,3,3,1,2,2,4,4,4,4,3,3,3,3,3,3,4,4,3,4,3,3,5,4,3,2,4,3,4,3,5,5,5,3,4,5,5,5,4,5,Mixed Race,female,46,34,32,33,30,57,20,52,54,86
3,22,1,1,1,1,GB,3,4,4,3,3,5,3,3,4,4,2,4,2,3,3,4,2,3,3,4,4,4,2,3,3,2,3,3,3,3,3,2,4,3,2,4,4,3,2,4,4,4,3,4,3,4,4,4,4,3,Caucasian (European),male,37,31,36,30,30,71,12,37,54,35
3,48,1,2,1,1,US,2,3,5,4,5,4,3,2,2,4,2,4,2,4,4,3,5,5,4,4,2,4,5,5,4,5,5,5,3,5,3,5,5,3,3,5,4,4,3,4,4,4,3,4,3,4,4,3,5,3,Caucasian (European),female,37,39,34,43,37,64,70,76,80,35
0,26,1,2,1,5,US,3,3,3,2,2,3,1,2,5,1,1,2,1,1,2,1,1,1,2,1,5,5,3,4,4,5,5,4,5,4,3,5,4,4,2,4,5,3,1,3,3,1,2,2,4,2,3,3,4,3,missed,female,27,34,25,44,13,30,76,52,2,3
3,21,1,2,1,2,US,1,3,2,1,2,2,1,1,1,1,1,3,1,2,2,2,2,3,4,2,4,4,4,5,4,4,4,4,4,3,3,1,3,3,1,3,3,2,1,4,4,5,5,5,4,4,4,3,5,2,Caucasian (European),female,41,24,15,40,22,5,54,10,23,58
13,32,2,2,1,2,AE,4,3,5,2,4,3,4,5,4,4,2,3,5,3,1,2,2,2,2,3,5,4,5,5,5,4,5,4,5,5,3,4,2,3,3,2,3,4,5,4,3,2,4,1,2,4,4,1,4,3,Other,female,28,33,38,47,25,77,90,47,34,4
